cnt,OPENDATA_ID,GNG_CS,FD_CS,BZ_NM,TLNO,MBZ_HR,SEAT_CNT,PKPL,HP,PSB_FRN,BKN_YN,INFN_FCL,BRFT_YN,DSSRT_YN,MNU,SMPL_DESC,SBW,BUS,GU,addr_clean,lat,lon,SEAT_CNT_NUM,ROOM_CNT,PKPL_NUM
57,245,대구광역시 남구 봉덕2동 948-13,한식,대동강,053-471-3379,11:00 ~ 21:30,100석,13대,없음,기타 (이탈리아어),가능,불가능,불가능,가능,"평양온반 11,000원 <br />불고기 19,000 <br />물/비빔냉면 12,000원 <br />어복쟁반 59,000원 ~ 79,000원 <br />만두전골 24,000원 ~ 31,000원<br />",봉덕시장 맞은편 골목에 위치한 대동강은 50여년 전통의 북한음식 전문점이다.<br />평양 출신 어머니의 가업을 이어 2대에 걸쳐 47년째 북한식 전통 음식 조리법을 고수하며 평양음식의 맛을 이어가고 있다.,주변에 지하철이 없습니다.,버스 정류장은 봉덕교회 앞  정류장이 가장 가깝습니다,남구,대구광역시 남구 봉덕2동 948-13,35.8258795,128.6004025,100,0,13
58,242,대구광역시 남구 대명동 583-2,한식,백복수반,053-656-8848,11:00 ~ 21:00,80석,20대,없음,영어 기타 (이탈리아어),가능,불가능,불가능,가능,"돌솥 곤드레밥정식 16,000원 <br />돌솥 더덕정식 18,000원 <br />돌솥 벤뎅이정식 19,000원 <br />불고기정식(2인이상) 20,000원 <br />게장 정식 19,000원<br />","앞산먹거리 마을에 위치한 백복수반은 아늑한 황토방에 전통의 아름다움을 살린 소품, 야생화들로 더욱 편안하고 정감 넘치는 한국토속음식의 명가이다.",주변에 지하철이 없습니다.,버스 정류장은 앞산일신학원앞  정류장이 가장 가깝습니다,남구,대구광역시 남구 대명동 583-2,35.83873,128.5751,80,0,20
59,59,대구광역시 남구 대명9동 552-7,한식,대덕식당,053-656-8111,07:00 ~ 21:00,250석,50대,없음,영어 기타 (이탈리아어),가능,불가능,가능,불가능,"선지국밥 9,000원 <br />육개장 10,000원 <br />갈비탕 12,000원 <br />옛날간장찜닭 30,000원 <br />소머리수육 30,000원<br />",[대덕식당]은 대구 사람이라면 누구나 알만한 선지국밥으로 유명한 맛 집입니다.<br />,주변에 지하철이 없습니다.,버스 정류장은 대덕식당 앞 정류장이 가장 가깝습니다.,남구,대구광역시 남구 대명9동 552-7,35.8255246,128.5838182,250,0,50
1,1885,대구광역시 북구 침산동 295-3,디저트/베이커리,로프브레드,053-215-0713,09:00 ~ 23:00,28석,없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"몽블랑 6,400원<br />소금빵 2,800원 <br />메이플 프로마쥬 4,700원 <br />belt샌드위치 6,900원",로프브레드 는 제과기능장 출신 셰프가 운영하는 정직하고 깊은 맛의 베이커리 카페입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 침산3동행정복지센터 정류장이 가장 가깝습니다.,북구,대구광역시 북구 침산동 295-3,35.8920401,128.5878923,28,0,0
2,1884,대구광역시 북구 태전동 1049-12,디저트/베이커리,파파빵,053-311-3359,07:20 ~ 23:00,없음,없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"수플레 치즈케익 5,900원<br />소금빵 2,700원 <br />고구마미니 19,000원 <br />통팥빵 2,500원 <br />",파파빵 은 합리적인 가격과 정직한 재료로 사랑받고 있는 동네 베이커리입니다.,지하철 3호선 구암역 1번 출구에서 도보로 약 168m 거리,버스 정류장은 구암교1 정류장이 가장 가깝습니다.,북구,대구광역시 북구 태전동 1049-12,35.9234127,128.5459483,0,0,0
3,1883,대구광역시 북구 동천동 911-5,디저트/베이커리,아침을기다리는빵,010-****-5810,07:00 ~ 22:30,없음,없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"밤팥빵 2,500원<br />타르타르 3,800원<br />맘모스 4,000원<br />커피생도넛츠 2,500원 <br />모듬햄버거 6,500원",아침을기다리는빵 은 첨가물을 최소화하고 24시간 저온 숙성 발효를 통해 재료 본연의 맛을 살리는 정통 베이커리입니다.,지하철 3호선 팔거역 4번 출구에서 도보로 약 565m 거리.,버스 정류장은 칠곡그린빌3차건너 정류장이 가장 가깝습니다.,북구,대구광역시 북구 동천동 911-5,35.9397814,128.5597379,0,0,0
4,1804,대구광역시 북구 서변동 1759-9,한식,밤새우는닭,053-939-4593,금~토 16:00~01:00 월~목 18:00 ~ 24:00,60석(룸1),3대,www.bamddak.com/,영어 일본어 중국어 ,가능,불가능,불가능,불가능,"밤닭 24,000원 ~ 39,000원 <br />닭발구이 9,000원 <br />닭목살구이 9,000원<br />닭오돌뼈구이 9,000원<br />양념오징어구이 15,000원",밤새우는닭 은 닭석쇠구이 전문점으로 특제 양념에 숙성시킨 닭고기를 숯불 석쇠에 구워내는 것으로 유명한 음식점입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 동서변월드메르디앙아파트정문 정류장이 가장 가깝습니다.,북구,대구광역시 북구 서변동 1759-9,35.9235922,128.5955669,60,1,3
5,1778,대구광역시 북구 매천동 738,디저트/베이커리,포아르양과점,053-354-4070,08:00 ~ 22:00,14석,3대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"모카찰빵 5,200원 <br />마늘바게트 5,500원 <br />허니브레드 4,300원 <br />현무암 쌀빵 5,500원",포아르양과점 35년 이상 경력의 오너가 직접 빵을 굽는 곳으로 건강한 빵과 커피를 만나실 수 있는 베이커리 카페입니다.,지하철 3호선 매천시장역 1번 출구에서 도보로 약 516m 거리.,버스 정류장은 매천성당건너2 정류장이 가장 가깝습니다.,북구,대구광역시 북구 매천동 738,35.913,128.53976,14,0,3
6,1777,대구광역시 북구 동천동 917-8,디저트/베이커리,메종드빵,053-322-2356,09:00 ~ 22:00,없음,없음,blog.naver.com/ossseok,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"메이플빵 3,800원 <br />바질치킨 소금빵 4,800원 <br />나비파이 4,500원 <br />시그니처메종드 4,500원",메종드빵 은 자연에서 얻은 천연 효모로 건강하고 맛잇는 빵을 굽는 베이커리 전문점입니다.,지하철 3호선 동천역 1번 출구에서 도보로 약 476m 거리.,버스 정류장은 칠곡3차화성타운2 정류장이 가장 가깝습니다.,북구,대구광역시 북구 동천동 917-8,35.9397814,128.5597379,0,0,0
7,1751,대구광역시 북구 복현동 401-5,한식,싱글벙글숯불막창,053-959-3006,12:00 ~ 02:00,54석,없음,없음,영어 ,가능,불가능,불가능,가능,"돼지막창 11,000원 <br />소막창 15,000원 <br />소갈비살 12,000원  <br />생삼겹살 11,000원<br />",싱글벙글숯불막창 은 1997년 부터 지금까지 영업하고 있는 오랜 전통의 막창 전문점입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 복현오거리1 정류장이 가장 가깝습니다.,북구,대구광역시 북구 복현동 401-5,35.8968175,128.6194541,54,0,0
8,1750,대구광역시 북구 산격동 1331-6,전통차/커피전문점,커피와빵 경대북문본점,053-944-2234,08:00 ~ 23:00,40석,없음,없음,가능한 외국어가 없습니다.,불가,불가능,불가능,불가능,"아메리카노 4,500원<br />카푸치노 5,000원<br />과일차(레몬티,자몽티,유자티,생강차) 5,000원 <br />에이드 5,000원",커피와빵 은 음료를 드시면 갓 구운 빵을 서비스로 제공하고 있는 카페입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 경북대학교북문건너 정류장이 가장 가깝습니다.,북구,대구광역시 북구 산격동 1331-6,35.90163,128.60464,40,0,0
9,1748,대구광역시 북구 산격동 441-2,한식,안동국시,053-381-1133,11:00 ~ 21:00,56석(룸5),5대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"안동국시 10,000원 <br />예전손국시 10,000원 <br />냉콩국시 12,000원 <br />소고기국밥 10,000원 <br />돼지고기수육 25,000원<br />","본가 안동국시 는 숙성 시킨 밀가루와 사골, 소살코기로 우려낸 육수로 만든 안동국수를 맛볼 수 있는 국수 전문점입니다.",주변에 가까운 지하철역이 없습니다.,버스 정류장은 북대구초등학교앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 산격동 441-2,35.90163,128.60464,56,5,5
10,1747,대구광역시 북구 노원동1가 387,한식,오미제주갈치,053-356-5752,11:00 ~ 15:00,75석(룸6),없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"칼치구이 35,000원 <br />칼치찌개 35,000원 <br />고등어구이 11,000원 <br />고등어찌개 11,000원<br />","오미제주갈치 는 갈치구이, 찌개 전문점으로 점심시간만 운영하고 있는 생선 요리 전문점입니다.",지하철 3호선 북구청역 2번 출구에서 도보로 약 327m 거리.,버스 정류장은 북구청네거리2 정류장이 가장 가깝습니다.,북구,대구광역시 북구 노원동1가 387,35.88901,128.57974,75,6,0
11,1746,대구광역시 북구 칠성동2가 297-14,한식,대우족발,053-354-1637,11:00 ~ 23:00,44석(룸3),3대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"대우한방족발 32,000원 ~ 43,000원 <br />대우맛족발 27,000원 ~ 37,000원 <br />대우냉채족발 33,000원 대우불족발 33,000원<br />",대우족발 은 1985년부터 지금까지 2대째 운영하고 있는 족발 전문점입니다.,지하철 1호선 대구역역 1번 출구에서 도보로 약 410m 거리.,버스 정류장은 대구역북편네거리2 정류장이 가장 가깝습니다.,북구,대구광역시 북구 칠성동2가 297-14,35.87995,128.5957,44,3,3
12,1745,대구광역시 북구 대현동 356-10,한식,사랑채찜,053-422-0415,11:00 ~ 22:00,50석(룸2),없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"흑태찜 40,000원 ~ 60,000원 <br />섞어뽈찜 40,000원 ~ 60,000원 <br />아구찜 30,000원 ~ 40,000원 <br />돼지갈비찜(1인분) 9,000원<br />","사랑채찜 은 흑태찜, 가오리찜, 아구찜 등 다양한 찜 요리를 맛볼 수 있는 찜 요리 전문점입니다.",지하철 1호선 칠성시작역 4번 출구에서 도보로 약 156m 거리.,버스 정류장은 농협중앙회앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 대현동 356-10,35.88326,128.60829,50,2,0
13,1744,대구광역시 북구 노원동1가 203,한식,교동면옥 대구원대점,053-357-3222,09:30 ~ 21:00,82석,20대,없음,영어 ,가능,불가능,불가능,가능,"육전물냉면 10,000원<br />육전물비빔면 11,000원 <br />가마솥 갈비찜 40,000원 ~ 50,000원 <br />갈비탕 13,000원","오랜 정성을 들인 가마솥 육수에 깐깐하게 고른 좋은 재료와 교동에서 직접담근 숙성된 장을 사용한 [교동면옥 원대점]은 육전냉면, 갈비탕 프랜차이즈 전문점입니다.",지하철 3호선 원대역 1번 출구에서 도보로 약 392m 거리.,버스 정류장은 원대오거리북편2 정류장이 가장 가깝습니다.,북구,대구광역시 북구 노원동1가 203,35.88901,128.57974,82,0,20
14,1743,대구광역시 북구 노원동1가 12-16,한식,최정자백년식당,053-352-4143,08:00 ~ 21:00,54석,없음,없음,가능한 외국어가 없습니다.,가능,불가능,가능,가능,"백년추어탕 10,000원 <br />백년얼큰이추어탕 10,000원 <br />다슬기 부추전 11,000원<br />다슬기탕 11,000원<br />",최정자백년식당 은 1998년 부터 지금까지 대를 이어 추어탕을 판매하고 있는 추어탕과 다슬기탕 전문점입니다.,지하철 3호선 북구청역 2번 출구에서 도보로 약 438m 거리.,버스 정류장은 북대구세무서앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 노원동1가 12-16,35.88901,128.57974,54,0,0
15,1742,대구광역시 북구 태전동 257-9,중식,용해원반점,053-311-2837,11:00 ~ 20:30,50석(룸1),없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"짜장면 8,000원 <br />짬뽕 7,000원 <br />해물야끼우동 9,000원 <br />볶음밥 8,000원 <br />탕수육 18,000원<br />",용해원 은 옛날 맛 그대로 고집하는 40년 정통 중국 요리 전문점입니다.,지하철 3호선 태전역 1번 출구에서 도보로 약 659m 거리.,버스 정류장은 태전두성타운앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 태전동 257-9,35.9234127,128.5459483,50,1,0
16,1740,대구광역시 북구 동천동 915,디저트/베이커리,유병오과자점,053-323-7171,07:00 ~ 24:00,없음,아파트상가주차장,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"피자빵 4,000원 <br />밤.고구마 식빵 4,800원 <br />아몬드전병 5,000원 <br />우유,옥수수식빵 4,000원",유병오과자점 은 각종 빵과 과자류를 판매하고 있는 곳으로 40년 이상 오너 셰프가 직접 운영하는 베이커리 전문점입니다.,지하철 3호선 동천역 1번 출구에서 도보로 약 476m 거리.,버스 정류장은 칠곡3차화성타운1 정류장이 가장 가깝습니다.,북구,대구광역시 북구 동천동 915,35.9397814,128.5597379,0,0,1
17,1739,대구광역시 북구 태전동 254-16,한식,24시교동촌콩나물해장국밥,053-312-7112,06:00 ~ 22:00,64석,없음,없음,가능한 외국어가 없습니다.,가능,불가능,가능,가능,"콩나물해장국밥 8,000원 <br />따로국밥 8,000원 <br />선지국밥 8,000원 <br />순대국밥 8,000원<br />",24시교동촌해장국밥집 은 콩나물해장국밥 등 다양한 종류의 국밥을 판매하고 있는 국밥 전문점입니다.,지하철 3호선 구암역 1번 출구에서 도보로 약 722m 거리.,버스 정류장은 대구보건대학교건너2 정류장이 가장 가깝습니다.,북구,대구광역시 북구 태전동 254-16,35.9234127,128.5459483,64,0,0
18,1738,대구광역시 북구 학정동 927-1,한식,김보운참한우식육식당,053-323-5225,10:00 ~ 22:00,80석(룸2),12대,없음,영어 일본어 ,가능,불가능,불가능,가능,"갈비살(100g) 22,000원 <br />모듬구이 17,000원 <br />삼겹살 9,000원 <br />생고기 33,000원~55,000원 <br />육회 25,000원~35,000원<br />",김보운참한우식육식당 은 등급 좋은 고기만 전 메뉴 국내산 식재료만 사용하고 있는 식육식당입니다.,지하철 3호선 학정역 1번 출구에서 도보로 약 864m 거리.,버스 정류장은 학정청아람앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 학정동 927-1,35.95291,128.56546,80,2,12
19,1737,대구광역시 북구 동천동 971-3,한식,곤지곤지,053-325-9063,11:30 ~ 21:30,80석,3대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"강된장자연보리밥 8,000원 <br />영양돌솥밥 10,000원 <br />곤드레돌솥밥 11,000원 <br />순두부 정식(2인이상) 10,000원 <br />석쇠불고기(돼지 16,000원 ,오리15,000원)<br />",곤지곤지 는 어머니의 손 맛을 느낄 수 있는 보리밥. 돌솥밥 전문점입니다.,지하철 3호선 팔거역 3번 출구에서 도보로 약 271m 거리.,버스 정류장은 팔거역3 정류장이 가장 가깝습니다.,북구,대구광역시 북구 동천동 971-3,35.9397814,128.5597379,80,0,3
20,1736,대구광역시 북구 조야동 107,한식,동네한우석쇠숯불,053-943-3882,12:00 ~ 21:00 (15시 ~ 17시 브레이크타임),50석(룸1),공영주차장무료,없음,영어 ,가능(5인 이상),불가능,불가능,가능,"안창살(100g) 27,000원 <br />갈비살(100g) 18,000원<br />","동네한우석쇠숯불 는 좋은 등급의 한우(안창살, 갈비살)만 엄선하여 판매하는 한우 전문점입니다.",주변에 지하철역이 없습니다.,버스 정류장은 조야동(종점) 정류장이 가장 가깝습니다.,북구,대구광역시 북구 조야동 107,35.91705,128.57722,50,1,1
21,1735,대구광역시 북구 침산동 521-14,한식,남도뚝배기,053-353-4800,09:00 ~ 21:00,60석,40대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"[저염 메뉴] 돌솥밥+하얀순두부 10,000원 <br />돌솥밥+순두부찌개 10,000원 <br />돌솥밥+청국장 10,000원 <br />돌솥밥+김치찌개 10,000원<br />","남도뚝배기 는 순두부 전문점으로 돌솥밥과 함께 순두부찌개, 청국장, 김치찌개 등을 입맛대로 즐길 수 있습니다.",주변에 가까운 지하철역이 없습니다.,버스 정류장은 북구보건소건너 정류장이 가장 가깝습니다.,북구,대구광역시 북구 침산동 521-14,35.8920401,128.5878923,60,0,40
22,1734,대구광역시 북구 칠성동2가 350-20,중식,광명반점,053-424-0938,11:00 ~ 14:00,44석(룸2),없음,없음,가능한 외국어가 없습니다.,불가,불가능,불가능,불가능,"볶음밥 9,000원 <br />난자완스밥 15,000원 <br />짬뽕 8,500원 <br />난자완스 18,000원 ~ 35,000원<br />","광명반점 은 1975년 부터 지금까지 세월이 흘러도 변치 않는 옛날 중식 볶음밥, 짬뽕, 난자완스 등의 중화요리를 맛볼 수 있는 전통과 뚝심의 중화요리 전문점입니다.",지하철 1호선 대구역역 1번 출구에서 도보로 약 413m 거리,버스 정류장은 경명여고 앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 칠성동2가 350-20,35.87995,128.5957,44,2,0
23,1730,대구광역시 북구 서변동 1779,디저트/베이커리,프랑슈,053-956-0462,09:00 ~ 23:00,50석,6대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"카네이션우유케이크 33,000원 <br />바게트샌드위치 7,800원 <br />버터모닝 6,000원  <br />안동마 아인슈패너 5,800원<br />",프랑슈 는 느끼하지 않는 생크림 케이크 등 다양한 빵을 맛볼 수 있는 베이커리 카페입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 동서변리벤빌 정류장이 가장 가깝습니다.,북구,대구광역시 북구 서변동 1779,35.9235922,128.5955669,50,0,6
24,1729,대구광역시 북구 서변동 1756-8,한식,맛찬들왕소금구이 대구본점,053-939-9779,11:30 ~ 22:00 (브레이크 타임 15시 ~ 16:30 ),85석(룸1),없음,없음,영어 ,가능,불가능,불가능,가능,"숙성 생삼겹살(130g) 13,500원 <br />숙성 생목살(130g) 13,500원 <br />흑돼지오겹살(130g) 15,000원 <br />돼지특수부위(120g) 17,000원 <br />한우차돌박이(120g) 24,000원<br />",맛찬들왕소금구이 는 숙성육의 풍미를 그대로 느낄 수 있도록 숯불 직화로 굽지 않는 숙성 돼지 전문점입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 동서변월드메르디앙아파트정문 정류장이 가장 가깝습니다.,북구,대구광역시 북구 서변동 1756-8,35.9235922,128.5955669,85,1,0
25,1728,대구광역시 북구 서변동 890-1,한식,고향왕소금구이,053-951-1626,11:30 ~ 21:30,75석,10대,없음,영어 ,가능,불가능,불가능,가능,"[한우] 등심+갈비살(120g) 29,000원 <br />삼겹살 +목살(130g) 13,000원 <br />특된장찌개 12,000원 김치찌개 18,000원<br />","고향왕소금구이 는 1997년 부터 서변동에서 고깃집을 운영하고 있는 육고기(돼지고기, 소고기) 전문점입니다.",주변에 가까운 지하철역이 없습니다.,버스 정류장은 동서리치모아건너 정류장이 가장 가깝습니다.,북구,대구광역시 북구 서변동 890-1,35.9235922,128.5955669,75,0,10
26,1727,대구광역시 북구 서변동 83-1,한식,토속정,053-944-5506,10:00 ~ 22:00,49석,7대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"한방닭백숙 48,000원 <br />웰빙버섯손칼국수 6,000원 <br />웰빙들깨손칼국수 8,000원 <br />웰빙버섯냉국수 6,000원",토속정 은 손으로 직접 빚은 생면을 이용한 손칼국수를 맛볼 수 있는 곳으로 칼국수 외 다양한 한식을 맛볼 수 있는 음식점입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 이곡마을 정류장이 가장 가깝습니다.,북구,대구광역시 북구 서변동 83-1,35.9235922,128.5955669,49,0,7
27,1724,대구광역시 북구 산격동 1213-17,한식,메밀콩촌,053-953-6600,11:00 ~ 20:30,30석,없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"메밀콩국수 9,000원 <br />메밀비빔막국수 9,000원 <br />메밀물막국수 9,000원 <br />메밀만두 6,000원","메밀콩촌 은 매일 매일 직접 뽑아 만든 메밀 생면으로 만든 콩국수, 비빔막국수, 물막국수 등을 맛볼 수 있는 면 요리 전문점입니다.",주변에 지하철역이 없습니다.,버스 정류장은 대원유치원앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 산격동 1213-17,35.90163,128.60464,30,0,0
28,1579,대구광역시 북구 복현동 694,디저트/베이커리,파네토네,053-951-3454,08:00 ~ 22:00,15석,상가공용주차장,없음,영어 ,가능,불가능,불가능,불가능,"몽블랑 5,800원 <br />마늘빵 5,800원 <br />샌드위치(에그) 6,000원 <br />샐러드 7,900원 <br />아메리카노 2,000원 <br />카페라떼 3,000원 <br />복숭아아이스티 2,500원<br />",이탈리아의 밀라노 지방의 대표적인 빵의 이름 파네토네 를 상호로 한 파네토네는 이탈리아 베이커리 카페입니다.,"지하철 1호선 동구청역 4번 출구에서 1334m 이며, 도보로 약 13분 거리.",버스 정류장은 복현푸리지오아파트앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 복현동 694,35.8968175,128.6194541,15,0,1
29,1578,대구광역시 북구 관음동 1284,디저트/베이커리,나은베이커리,053-323-7404,07:00 ~ 22:00,6석,없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"현무암쌀빵 5,000원 <br />크린베리호밀빵 5,300원 <br />누네띠네고구마 5,200원 <br />애플모카빵 2,800원 <br />옥수수쉬폰 4,500원 <br />메이플빵 3,200원 <br />마늘바게트 4,800원 <br />수제햄버거 3,500원 <br />수제피자빵 3,500원 <br />허니롤 3,500원 <br />허니롤(브레드)카스테라 4,300원 <br />공갈빵 2,800원 <br />잎파이 3,000원 <br />멘탈이에멘탈 4,500원<br />",나은베이커리 는 획일화된 빵 맛이 아닌 이곳만의 개성을 담은 빵을 즐길 수 있는 베이커리 전문점입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 관음행정복지센터 정류장이 가장 가깝습니다.,북구,대구광역시 북구 관음동 1284,35.93986,128.54382,6,0,0
30,1577,대구광역시 북구 학정동 926-1,디저트/베이커리,라운드라운드(RoundRound),0507-1351-723,10:00 ~ 22:00,20석,8대,blog.naver.com/roundroundbread,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"과일타르트 4,700원 <br />패스츄리 3,800원 <br />몽블랑 5,500원 <br />크루아상 3,000원 <br />아메리카노 3,000원 <br />카추치노 3,800원 <br />카페라떼 3,800원<br />",라운드라운드(RoundRound) 직접 빵을 만드는 모습을 감상하며 베이커리를 즐길 수 있는 베이커리 카페입니다.,"지하철 3호선 칠곡경대병원역 4번 출구에서 806m 이며, 도보로 약 9분 거리.",버스 정류장은 학정청아람앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 학정동 926-1,35.95291,128.56546,20,0,8
31,1576,대구광역시 북구 대현동 395-1,디저트/베이커리,한스브라운,053-955-5445,07:00 ~ 22:00,20석,5대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"무화과 깜바뉴 6,200원 <br />옥수수 깜바뉴 4,800원 <br />오레가노 피자 6,000원 <br />콘소세지 브레드 5,700원 <br />허니브레드 6,000원 <br />또띠아 5,500원 <br />마늘 크림 바게트 6,500원 <br />앙버터 6,200원 <br />어니언 베이글 4,800원<br />",한스브라운 은 좋은 재료가 좋은 빵을 만든다는 신념으로 제품 하나하나에 최고를 추구하는 베이커리 전문점입니다.,지하철 1호선 칠성시장역 4번 출구에서 753m,버스 정류장은 동대구시장앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 대현동 395-1,35.88326,128.60829,20,0,5
32,1554,대구광역시 북구 산격3동 1399,세계요리,뉴살라딘레스토랑,053-942-3535,11:00 ~ 23:00,30석(룸1),유료주차,newsaladin.itrocks.kr/,영어 ,가능,불가능,불가능,가능,"무르그마커니 13,500원 <br />버터치킨커리 13,500원 <br />팔락치킨 14,500원 <br />마드라시치킨커리 13,500원 <br />머튼코르마 13,500원 <br />머튼펀자비마살라커리 13,500원 <br />비프커리 13,500원 <br />야채커리 12,000원 <br />플레인브리야니 9,000원 <br />치킨브리야니 15,000원 <br />난 2,500원~4,000원 <br /><br />[세트메뉴] <br />1인세트 15,000원~18,000원 <br />2인세트 34,000원 <br />3인세트 55,000원 <br />4인세트 75,000원<br />","인도, 파키스탄 요리를 맛볼 수 있는 뉴살라딘은 서남아시아 오리지널 정통 커리 전문점입니다.",주변에 지하철이 없습니다.,버스 정류장은 경북대학교북문건너 정류장이 가장 가깝습니다.,북구,대구광역시 북구 산격3동 1399,35.8941769,128.6090089,30,1,1
33,1549,대구광역시 북구 산격동 1652,한식,한티재,053-382-9898,11:00 ~ 21:00,64석(룸1),공영주차장,없음,영어 ,가능,불가능,불가능,가능,"순두부찌개 10,000원 <br />보쌈과 밥 13,000원 <br />부대찌개와 보쌈 13,000원 <br />부대찌개 10,000원 <br />순두부찌개와 보쌈 13,000원 <br />부대전골 31,000원 ~ 38,000원 <br />쟁반막국수 10,000원<br />","한식의 티 나는 재구성으로 든든한 한 끼를 맛볼 수 있는 보쌈과 순두부찌개, 부대찌개, 전골 등을 맛볼 수 있는 한식 전문점입니다.",주변에 지하철이 없습니다.,버스 정류장은 북대구초등학교 건너 정류장이 가장 가깝습니다.,북구,대구광역시 북구 산격동 1652,35.90163,128.60464,64,1,1
34,1544,대구광역시 북구 태전동 253-3,한식,상황삼계탕백숙,053-312-5665,10:00 ~ 22:00,84석(룸3),50대,www.instagram.com/sanghwangsamgyetang/,영어 ,가능,불가능,불가능,가능,"상황 삼계탕 17,000원 <br />옻 상황 삼계탕 21,000원 <br />홍삼 상황 삼계탕 21,000원<br />옻+홍삼 상황 삼계탕 23,000원 <br />산삼(배양근) 상황 삼계탕 25,000원 <br />전복 상황 삼계탕 28,000원 <br />상황 닭백숙 70,000원 <br />상황 옻 닭백숙 75,000원 <br />상황 전복 닭백숙 50,000원 <br />상황 오리백숙 70,000원 <br />상황 옻 오리백숙 75,000원 <br />상황 전복 오리백숙 95,000원 <br />오리훈제(500g) 30,000원 <br />오리불고기(650g) 45,000원 <br />오리로스(650g) 40,000원 <br />매운닭발15,000원 <br />닭똥집 볶음 15,000원","상황버섯과 청송 약수를 사용해 삼계탕과 백숙을 조리하는 몸보신에 좋은 명품 삼계탕, 백숙 전문점입니다.",지하철은 3호선 구암역 1번 출구에서 도보로 약 8분 거리.,버스 정류장은 대구보건대학앞1 정류장이 가장 가깝습니다.,북구,대구광역시 북구 태전동 253-3,35.9234127,128.5459483,84,3,50
35,1535,대구광역시 북구 서변동 1783-1,한식,까치산,053-951-1515,17:00 ~ 22:30 *마감 21:20,100석,5대,boo,영어 ,가능,가능,불가능,가능,"돈절미1판(700g) 50,000원 <br />옛고기 12,000원 <br />숙성삼겹살 13,000원 <br />한우대구식갈비살 25,000원 <br />한우육회1판 35,000원",[까치산]은 1985년 개업해 2대째 운영되는 대구 갈비 맛집입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 무태조야동행정복지센터앞3 정류장이 가장 가깝습니다.,북구,대구광역시 북구 서변동 1783-1,35.9235922,128.5955669,100,0,5
36,1534,대구광역시 북구 대현동 439-17,한식,대현옻닭식당,053-941-2755,053-941-2755,80석(룸10),없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"옻닭(1인분) 13,000원 <br />옻닭(1인분) 13,000원 <br />삼계탕 13,000원<br />",[대현옻닭식당]은 옻닭 한가지 메뉴만 판매하는 옻닭 전문점으로 대대로 한 가지 메뉴만 고수할 만큼  자부심이 남다른 음식점입니다.,지하철 1호선 칠성시장역 4번 출구 도보로 약 15분 거리.<br />,버스 정류장은 대일아파트건너 정류장이 가장 가깝습니다.,북구,대구광역시 북구 대현동 439-17,35.88326,128.60829,80,10,0
